Type,Book,FirstO,Appears,CA,Alphabetical Name,Full Name,First,Last,Common Name,Primary Name,Gender,Species,Time,Affiliation,Ajah,Dark?,Strength,Nationality,Birth Year,Description
Primary,Main,ToM,Yes,1,Darvin,Darvin,Darvin,,Darvin,N/A,M,Human,Future,Aiel Clan Chief,N/A,Unassigned,N/A,Aiel,Unknown,"The clan chief of the Reyn Aiel after the Last Battle, seen in Aviendha’s view of the future in Rhuidean."
Title,Main,TGH,N/A,N/A,Daughter of the Night,Daughter of the Night,Daughter of the Night,,Daughter of the Night,Lanfear,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The translation of Old Tongue name “Lanfear” and title used for her.
Title,Main,TSR,N/A,N/A,Daughter of the Nine Moons,Daughter of the Nine Moons,Daughter of the Nine Moons,,Daughter of the Nine Moons,Tuon Athaem Kore Paendrag,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The title for the member of the Seanchan royal family selected to be the next Empress; used for Tuon in the books.
Primary,Main,AMoL,Yes,1,Dav al'Thone,Dav al'Thone,Dav,al'Thone,Dav,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,An Emond’s Field man who guarded Tam’s tent at Merrilor.
Primary,Main,TEotW,Yes,3,Dav Ayellin,Dav Ayellin,Dav,Ayellin,Dav,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,A friend of Mat’s from Emond’s Field. Him and Mat caught a badger and planned to release it on the Green.
Primary,Main,ACoS,Yes,13,Daved Hanlon,Daved Hanlon,Daved,Hanlon,Hanlon,N/A,M,Human,Current,Queen's Guard,N/A,Yes,N/A,Andor,954 NE,An unsavory Andoran man. He eventually joined the Queen's Guards using the name Doilin Mellar.
Primary,Main,TEotW,No,0,Davian,Davian,Davian,,Davian,N/A,M,Human,Historic,False Dragon,N/A,Unassigned,Unknown,Unknown,Unknown,A false Dragon who could channel. His last name was never discovered.
Primary,Main,TPoD,Yes,1,Daviena,Daviena,Daviena,,Daviena,N/A,F,Human,Current,Wise One,N/A,Unassigned,30(18),Aiel,Unknown,An Aiel Wise One with the ability to channel. She had green eyes and reddish-yellow hair.
Primary,Main,AMoL,Yes,1,"Davies, Lord",Lord Davies,Davies,,Davies,N/A,M,Human,Current,Andoran Noble,N/A,Unassigned,N/A,Andor,Unknown,An Andoran nobleman who sided with Jarid Sarand.
Primary,Main,ACoS,No,0,Davindra,Davindra,Davindra,,Davindra,N/A,F,Human,Current,Altaran Noble,N/A,Unassigned,N/A,Altara,Unknown,"A noblewoman in Ebou Dar. Beslan killed her husband, Nevin, in a duel."
Primary,Main,TSR,Yes,32,Davram t'Ghaline Bashere,Davram t'Ghaline Bashere,Davram,Bashere,Bashere,N/A,M,Human,Current,General,N/A,Unassigned,N/A,Saldaea,Unknown,"Marshal-General to Queen Tenobia of Saldaea, and her uncle and heir. One of the five great captains"
Primary,Main,CoT,No,0,Dawlin Armaghn,Dawlin Armaghn,Dawlin,Armaghn,Dawlin,N/A,M,Human,Current,Andoran Noble,N/A,Unassigned,N/A,Andor,Unknown,An Andoran man who was High Seat of a minor House that supported Naean. His sign was the Oak and Axe.
Primary,Main,CoT,Yes,1,Dawn Wind,Dawn Wind,Dawn Wind,,Dawn Wind,N/A,U,Horse,Current,Horse,N/A,Unassigned,N/A,Unknown,Unknown,Elenia Sarand’s long-legged bay horse.
Primary,Main,ToM,Yes,1,Dawnweave,Dawnweave,Dawnweave,,Dawnweave,N/A,M,Horse,Current,Horse,N/A,Unassigned,N/A,Unknown,Unknown,"Ituralde’s white gelding, a warhorse that was a gift from one of his men. He died in the fighting at Maradon."
Primary,Main,ToM,Yes,3,Daylight,Daylight,Daylight,,Daylight,N/A,U,Horse,Current,Horse,N/A,Unassigned,N/A,Unknown,Unknown,Faile’s horse.
Primary,Main,TGH,No,0,Deain,Deain,Deain,,Deain,N/A,F,Human,Historic,Aes Sedai,Unknown,No,Unknown,Unknown,Unknown,Aes Sedai inventor of the a’dam in Seanchan. She created it to curry favor with Luthair but was herself leashed.
Primary,Main,TSR,No,0,Dealda Carridin,Dealda Carridin,Dealda,Carridin,Dealda,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,Jaichim Carridin’s youngest sister. She was taken from her bridal feast by a Myrddraal to punish Carridin.
Primary,Main,TFoH,No,0,Deane Aryman,Deane Aryman,Deane,Aryman,Deane,N/A,F,Human,Historic,Aes Sedai,Blue,No,Unknown,Eharon,FY 920,"An Aes Sedai of the Blue Ajah. Born circa FY 920 in Salidar, Eharon, she went to the White Tower in FY 934."
Primary,Main,LoC,Yes,1,Dedric,Dedric,Dedric,,Dedric,N/A,M,Human,Current,Aiel Warrior,N/A,Unassigned,N/A,Aiel,Unknown,"A man of the Jaern Rift Codarra Aiel and the Aethan Dor society. He was about 6'4"" tall and had yellow hair."
Primary,Main,ToM,Yes,2,Deepe Bhadar,Deepe Bhadar,Deepe,Bhadar,Deepe,N/A,M,Human,Current,Asha'man,N/A,Unassigned,Unknown,Andor,Unknown,An Andoran Asha’man with Ituralde in Maradon. He was killed by Taim.
Primary,Main,TSR,Yes,1,Deindre,Deindre,Deindre,,Deindre,N/A,F,Human,AoL,Ancient Aes Sedai,N/A,Unassigned,Unknown,Unknown,Unknown,An Aes Sedai at the time of the Breaking of the World. Deindre had the Talent of Foretelling.
Primary,Main,LoC,Yes,7,Deira ni Ghaline t'Bashere,Deira ni Ghaline t'Bashere,Deira,Bashere,Deira,N/A,F,Human,Current,Saldaean Noble,N/A,Unassigned,N/A,Saldaea,Unknown,"Faile’s mother and the wife of Davram. She was about 5'10"" tall, and a full-figured woman."
Primary,Main,KoD,No,0,"Deirdru, Lady",Lady Deirdru,Lady,Deirdru,Lady Deirdru,N/A,F,Human,Current,Altaran Noble,N/A,Unassigned,N/A,Altara,Unknown,"Owner of the manor house in Altara, near King’s Crossing, where Rand was to meet Tuon."
Primary,Main,LoC,Yes,13,Delana Mosalaine,Delana Mosalaine,Delana,Mosalaine,Delana,N/A,F,Human,Current,Aes Sedai,Gray,Yes,18(6),Shienar,950 NE,A Shienaran Aes Sedai of the Gray Ajah publicly and of the Black Ajah in truth.
Primary,Main,TGS,Yes,3,Delarn,Delarn,Delarn,,Delarn,N/A,M,Human,Current,Band of the Red Hand,N/A,Unassigned,N/A,Unknown,Unknown,A Redarm in the Band of the Red Hand. Delarn accompanied Mat into Hinderstap.
Primary,Main,TPoD,Yes,1,Delora,Delora,Delora,,Delora,N/A,F,Human,Current,Wise One,N/A,Unassigned,17(5),Aiel,Unknown,"A Wise One of the Shiande Aiel with the ability to channel. She was 5'7"" tall, with reddish-gold hair and blue eyes."
Primary,Main,TEotW,Yes,11,Demandred,Demandred,Demandred,,Demandred,N/A,M,Human,Current,Forsaken,N/A,Yes,"""++2""",Unknown,Unknown,A Forsaken whose name in life was Barid Bel Medar. He also used the name Bao the Wyld in Shara.
Primary,Main,TPoD,Yes,3,Demetre Marcolin,Demetre Marcolin,Demetre,Marcolin,Marcolin,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Illian,Unknown,The First Captain of the Companions of Illian. He was a commoner who rose through the ranks.
Primary,Main,LoC,Yes,3,Demira Eriff,Demira Eriff,Demira,Eriff,Demira,N/A,F,Human,Current,Aes Sedai,Brown,No,18(6),Arad Doman,930 NE,"A Domani Aes Sedai of the Brown Ajah and the rebel contingent, with a strength level of 18(6)."
Primary,Main,TGH,Yes,2,Dena,Dena,Dena,,Dena,N/A,F,Human,Current,Performer,N/A,Unassigned,N/A,Cairhien,Unknown,"A young Cairhienin woman who wanted to be the first female gleeman. She was pretty, with fair skin and dark hair."
Primary,Main,ACoS,No,0,"Denal, Master",Master Denal,Master,Denal,Master Denal,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Altara,Unknown,"An Ebou Dari man whom Derys wanted to marry. The Kinswoman was forced to act as a maid, for penance."
Primary,Main,ToM,Yes,1,Denezel,Denezel,Denezel,,Denezel,N/A,M,Human,Current,Innkeeper,N/A,Unassigned,N/A,Andor,Unknown,"The innkeeper of The Happy Throng in Caemlyn. Tall, with a lean face and a shaved head."
Primary,Main,TPoD,Yes,2,Denharad,Denharad,Denharad,,Denharad,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Cairhien,Unknown,A Cairhienin who served as Lady Ailil’s lance-captain. A pale little man.
Primary,Main,AMoL,No,0,"Denhold, Captain",Captain Denhold,Captain,Denhold,Captain Denhold,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Unknown,Unknown,A cavalry captain fighting under Bryne in the Last Battle.
Primary,Main,WH,Yes,6,Deni Colford,Deni Colford,Deni,Colford,Deni,N/A,F,Human,Current,Queen's Guard,N/A,Unassigned,N/A,Andor,Unknown,A woman who was a member of Elayne’s Queen’s Guards; she was the only Andoran among the first eight.
Primary,Main,AMoL,Yes,2,Dennel,Dennel,Dennel,,Dennel,N/A,M,Human,Current,Band of the Red Hand,N/A,Unassigned,N/A,Unknown,Unknown,A dragon captain in the Band of the Red Hand. He helped Talmanes retrieve the dragons in Caemlyn.
Primary,Main,ToM,Yes,1,Denton,Denton,Denton,,Denton,N/A,M,Human,Current,Cairhienin Noble,N/A,Unassigned,N/A,Cairhien,Unknown,"A Cairhienin nobleman taken gai’shain by the Shaido. After he was freed, he acted as Perrin’s serving man."
Primary,Main,AMoL,Yes,1,Deoan,Deoan,Deoan,,Deoan,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,A man who served under Tam al’Thor in the Last Battle. He was from Deven Ride.
Primary,Main,ACoS,Yes,2,Derah din Selaan Rising Wave,Derah din Selaan Rising Wave,Derah,din Selaan Rising Wave,Derah,N/A,F,Human,Current,Sailmistress,N/A,Unassigned,N/A,Sea Folk,Unknown,"The Sailmistress of the soarer White Spray, where Rand met with the Sea Folk delegations."
Primary,Main,TDR,Yes,2,Dermid Ajala,Dermid Ajala,Dermid,Ajala,Ajala,N/A,M,Human,Current,Blacksmith,N/A,Unassigned,N/A,Tear,Unknown,"A Tairen blacksmith who gave Perrin a hammer for work done in his smithy. Also called ""Master Ajala""."
Primary,Main,TSR,Yes,1,Dermon,Dermon,Dermon,,Dermon,N/A,M,Human,Historic,Jenn Aiel,N/A,Unassigned,N/A,Jenn Aiel,Unknown,"An ancient male Jenn Aiel. He was gaunt, white-haired and blue-eyed."
Primary,Main,TDR,Yes,1,"Derne, Captain",Captain Derne,Derne,,Derne,N/A,M,Human,Current,Ship Captain,N/A,Unassigned,N/A,Unknown,Unknown,The square-faced captain of the Swift. Mat and Thom traveled on his ship from Aringill to Tear.
Primary,Main,ACoS,No,0,Derowin,Derowin,Derowin,,Derowin,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Cairhien,Unknown,A Cairhienin boy who was a childhood friend of Toram Riatin.
Primary,Main,ToM,No,0,Derry,Derry,Derry,,Derry,N/A,M,Human,Current,Band of the Red Hand,N/A,Unassigned,N/A,Unknown,Unknown,A soldier with the Band of the Red Hand who was a victim of the gholam.
Primary,Main,ACoS,Yes,1,Deryl,Deryl,Deryl,,Deryl,N/A,M,Human,Current,Guard,N/A,Unassigned,N/A,Altara,Unknown,An Ebou Dari guard at the ring seller’s stand Mat visited. He was one-eyed and very tall.
Primary,Main,ACoS,Yes,3,Derys Nermala,Derys Nermala,Derys,Nermala,Derys,N/A,F,Human,Current,Kinswoman,N/A,Unassigned,41(29),Unknown,911 NE,A Kin in Ebou Dar who was serving as a maid in penance for wanting to marry Master Denal.
Primary,Main,LoC,Yes,2,Desaine,Desaine,Desaine,,Desaine,N/A,F,Human,Current,Wise One,N/A,Unassigned,N/A,Aiel,Unknown,A Wise One of the Shaido Aiel. She went with Sevanna and Therava to visit the loyalist Aes Sedai.
Primary,Main,KoD,Yes,1,Desala Nevanche,Desala Nevanche,Desala,Nevanche,Desala,N/A,F,Human,Current,Aes Sedai,Red,Turned,Unknown,Cairhien,Unknown,"A Cairhienin Aes Sedai of the Red Ajah and the loyalist contingent. She was beautiful, with large dark eyes."
Primary,Main,WH,Yes,1,Desandre Alraed,Desandre Alraed,Desandre,Alraed,Desandre,N/A,F,Human,Current,Aes Sedai,Yellow,No,15(3),Ghealdan,Unknown,"A Ghealdanin Aes Sedai of the Yellow Ajah and the loyalist contingent, with a strength level of 15(3)."
Primary,Main,AMoL,No,0,"Desartin, Lord",Lord Desartin,Desartin,,Desartin,N/A,M,Human,Current,Murandian Noble,N/A,Unassigned,N/A,Murandy,Unknown,A lord in Murandy who was deservedly overthrown by a group of farmers.
Primary,Main,AMoL,Yes,1,Desautel,Desautel,Desautel,,Desautel,N/A,M,Human,Current,Asha'man,N/A,Unassigned,Unknown,Unknown,Unknown,"An Asha’man Dedicated who was big as a blacksmith. At Logain’s behest, he looked for and located Sakarnen."
Primary,Main,TEotW,Yes,1,Deselle Aybara,Deselle Aybara,Deselle,Aybara,Deselle,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,"One of Perrin’s younger sisters. She was plump; at twelve years of age, she was killed by Fain."
Primary,Main,LoC,Yes,3,Desora,Desora,Desora,,Desora,N/A,F,Human,Current,Maiden of the Spear,N/A,Unassigned,N/A,Aiel,Unknown,A Maiden of the Musara sept of the Reyn Aiel. Golden-haired and blue-eyed.
Primary,Main,KoD,Yes,1,Devore Zarbayan,Devore Zarbayan,Devore,Zarbayan,Devore,N/A,F,Human,Current,Queen's Guard,N/A,Unassigned,N/A,Saldaea,Unknown,A Saldaean Bannerwoman of Elayne’s Guardswomen in Caemlyn. She was slim with dark and tilted eyes.
Primary,Main,TDR,No,0,Dhael,Dhael,Dhael,,Dhael,N/A,F,Human,Current,Maiden of the Spear,N/A,Unassigned,N/A,Aiel,Unknown,"An Aiel Maiden of the Spear. Dhael helped rescue Nynaeve, Elayne and Egwene from brigands and Myrddraal."
Primary,Main,AMoL,Yes,1,Dhana,Dhana,Dhana,,Dhana,N/A,F,To'raken,Current,Soldier,N/A,Unassigned,N/A,Seanchan,Unknown,A to’raken that Mat desperately flew on to Shayol Ghul. Her rider was injured and her wing struck by an arrow.
Primary,Main,TSR,Yes,4,Dhearic,Dhearic,Dhearic,,Dhearic,N/A,M,Human,Current,Aiel Clan Chief,N/A,Unassigned,N/A,Aiel,Unknown,A man of the Two Spires sept of the Reyn Aiel and the Duadhe Mahdi’in who was clan chief of the Reyn.
Primary,Main,LoC,Yes,2,"Dilham, Master",Master Dilham,Master,Dilham,Master Dilham,N/A,M,Human,Current,Innkeeper,N/A,Unassigned,N/A,Andor,Unknown,"Innkeeper of Culain’s Hound in Caemlyn. He was bulky, with three chins."
Primary,Main,TPoD,Yes,1,"Dill, Mistress",Mistress Dill,Mistress,Dill,Mistress Dill,N/A,F,Human,Current,Innkeeper,N/A,Unassigned,N/A,Andor,Unknown,"A round innkeeper in Harlon Bridge, Andor. Elayne and her party stayed with her on the way to Caemlyn."
Primary,Main,TPoD,Yes,3,Dimana Corrand,Dimana Corrand,Dimana,Corrand,Dimana,N/A,F,Human,Current,Kinswoman,N/A,Unassigned,46(34),Black Hills,677 NE,A Kin and a member of the Knitting Circle in Ebou Dar. She had bright blue eyes and red hair with streaks of white.
Primary,Main,LoC,Yes,1,Dimir Faral,Dimir Faral,Dimir,Faral,Dimir,N/A,M,Human,Current,Whitecloak,N/A,Unassigned,N/A,Unknown,Unknown,A soldier in the Children of the Light. He was in Fain’s group of Whitecloaks in the Two Rivers.
Primary,NS,NS,Yes,3,Diryk,Diryk,Diryk,,Diryk,N/A,M,Human,Current,Kandori Noble,N/A,Unassigned,N/A,Kandor,971 NE,The second-eldest son of Queen Ethenielle and Brys of Kandor. He was born in 971 NE and died in 979 NE.
Primary,Main,TFoH,Yes,20,Dobraine Taborwin,Dobraine Taborwin,Dobraine,Taborwin,Dobraine,N/A,M,Human,Current,Cairhienin Noble,N/A,Unassigned,N/A,Cairhien,Unknown,"A Cairhienin nobleman who was High Seat of his House. Also called ""Lord Dobraine""."
Primary,Main,AMoL,Yes,2,Dobser,Dobser,Dobser,,Dobser,N/A,M,Human,Current,Asha'man,N/A,Turned,Unknown,Unknown,Unknown,An Asha’man who was fond of wine and not very bright. Taim Turned him to the Shadow.
Primary,Main,TPoD,Yes,11,Doesine Alwain,Doesine Alwain,Doesine,Alwain,Doesine,N/A,F,Human,Current,Aes Sedai,Yellow,No,16(4),Cairhien,867 NE,"A Cairhienin Aes Sedai of the Yellow Ajah and the loyalist contingent, with a strength level of 16(4)."
Primary,WoTC,WoTC,No,0,Doilaine Barmellin,Doilaine Barmellin,Doilaine,Barmellin,Doilaine,N/A,M,Human,Current,Cairhienin Noble,N/A,Unassigned,N/A,Cairhien,Unknown,"A Cairhienin nobleman. He was about 5'8"" tall and slender, languid and quite foppish in his manners."
Primary,Main,LoC,Yes,1,Doilan,Doilan,Doilan,,Doilan,N/A,M,Human,Current,Aiel Warrior,N/A,Unassigned,N/A,Aiel,Unknown,A man of the Shaido Aiel who was taken gai’shain when the Shaido were defeated at Cairhien.
Primary,Main,TPoD,Yes,1,Doile,Doile,Doile,,Doile,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Cairhien,Unknown,"An armsman of Bertome Saighan, gap-toothed with scars on both cheeks. Unclear if his name is Dalyn or Doile."
Alias,Main,WH,N/A,N/A,Doilin Mellar,Doilin Mellar,Doilin,Mellar,Mellar,Daved Hanlon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Daved Hanlon's alias while serving in the Queen's Guard. Also called ""Captain Mellar""."
Primary,Main,KoD,Yes,1,Doirellin,Doirellin,Doirellin,,Doirellin,N/A,M,Human,Current,Whitecloak,N/A,Unassigned,N/A,Cairhien,Unknown,"A Cairhienin Child of the Light. He was nearly as wide as he was tall, with barely an ounce of fat on him."
Primary,Main,KoD,Yes,1,Doirmanes,Doirmanes,Doirmanes,,Doirmanes,N/A,M,Human,Current,Cairhienin Noble,N/A,Unassigned,N/A,Cairhien,Unknown,"A slender Cairhienin nobleman taken gai’shain by the Shaido. He was young and pretty, but very skittish."
Primary,WoTC,WoTC,No,0,Dolera Mantear,Dolera Mantear,Dolera,Mantear,Dolera,N/A,F,Human,Historic,Queen,N/A,Unassigned,N/A,Andor,Unknown,A queen of Andor who ascended to the Lion Throne in 944 NE. She is Mordrellen’s mother.
Primary,Main,ACoS,Yes,1,Domeille,Domeille,Domeille,,Domeille,N/A,F,Human,Current,Maiden of the Spear,N/A,Unassigned,N/A,Aiel,Unknown,An Aiel Maiden of the Spear who helped bathe Rand before he went to meet the Sea Folk in Cairhien.
Primary,Main,WH,Yes,4,Donalo Sandomere,Donalo Sandomere,Donalo,Sandomere,Sandomere,N/A,M,Human,Current,Asha'man,N/A,Turned,Unknown,Tear,Unknown,"A Tairen Dedicated Asha’man. Taim turned him to the Shadow. Called both ""Sandomere"" and ""Donalo""."
Primary,Main,TPoD,Yes,2,Donel do Morny a'Lordeine,Donel do Morny a'Lordeine,Donel,do Morny a'Lordeine,Donel,N/A,M,Human,Current,Murandian Noble,N/A,Unassigned,N/A,Murandy,Unknown,A Murandian lord who was one of the nobles from Murandy and Andor to confront the rebel Aes Sedai on the ice.
Primary,Main,KoD,Yes,1,Dongal,Dongal,Dongal,,Dongal,N/A,M,Human,Current,Band of the Red Hand,N/A,Unassigned,N/A,Unknown,Unknown,A soldier in the Band of the Red Hand. He served under Mandevwin in one of the attacks against the Seanchan.
Primary,Main,KoD,Yes,1,Doni,Doni,Doni,,Doni,N/A,M,Human,Current,Urchin,N/A,Unassigned,N/A,Tear,Unknown,"An urchin in Tear who, along with his friend Com, talked to Rand about the steamwagon."
Primary,Main,AMoL,No,0,Doniella Alievin,Doniella Alievin,Doniella,Alievin,Doniella,N/A,F,Human,Historic,Aes Sedai,Brown,No,Unknown,Unknown,Unknown,An Aes Sedai of the Brown Ajah who served as Amyrlin from 306 to 332 NE. Doniella was a quiet Amyrlin.
Primary,Main,CoT,Yes,1,Donjel,Donjel,Donjel,,Donjel,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Unknown,Unknown,"A scout with Ituralde’s army. His voice was hoarse, as someone had tried to hang him when he was young."
Title,Main,AMoL,N/A,N/A,Doomseer,Doomseer,Doomseer,,Doomseer,Elmindreda Farshaw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A title that Tuon gave Min.
Primary,Main,ACoS,Yes,1,Dorailla,Dorailla,Dorailla,,Dorailla,N/A,F,Human,Current,Wise One,N/A,Unassigned,15(3),Aiel,Unknown,"A Wise One of the Shaido Aiel with the ability to channel and a strength level of 15(3). She was 5'7½"" tall."
Primary,Main,ACoS,Yes,1,Doraise Mesianos,Doraise Mesianos,Doraise,Mesianos,Doraise,N/A,F,Human,Current,Aes Sedai,Brown,No,Unknown,Unknown,Unknown,An Aes Sedai of the Brown Ajah and the loyalist contingent. She had a plump chin.
Primary,Main,TEotW,Yes,1,Doral Barran,Doral Barran,Doral,Barran,Doral,N/A,F,Human,Current,Wisdom,N/A,Unassigned,N/A,Andor,Unknown,The Wisdom in Emond’s Field prior to Nynaeve al’Meara.
Primary,Main,TGS,No,0,Doreille Torghin,Doreille Torghin,Doreille,Torghin,Doreille,N/A,F,Human,Historic,Queen,N/A,Unassigned,N/A,Aridhol,Unknown,A queen of Aridhol who signed the Compact of the Ten Nations. She was also a poet.
Primary,Main,TSR,Yes,1,Dorele,Dorele,Dorele,,Dorele,N/A,F,Human,Current,Sailor,N/A,Unassigned,N/A,Sea Folk,Unknown,A young Sea Folk woman on Wavedancer. She was slender with only one ring in each ear.
Primary,Main,TPoD,Yes,3,Doressin Chuliandred,Doressin Chuliandred,Doressin,Chuliandred,Doressin,N/A,M,Human,Current,Cairhienin Noble,N/A,Unassigned,N/A,Cairhien,Unknown,"A Cairhienin lord, High Seat of a moderate House, who supported Colavaere for the Cairhienin throne."
Primary,Main,ACoS,Yes,4,Dorile din Eiran Long Feather,Dorile din Eiran Long Feather,Dorile,din Eiran Long Feather,Dorile,N/A,F,Human,Current,Windfinder,N/A,Unassigned,19(7),Sea Folk,Unknown,"The Windfinder on Windrunner, thus Windfinder to Malin din Toral Breaking Wave."
Primary,Main,TSR,Yes,1,Dorindha (1),Dorindha,Dorindha,,Dorindha,N/A,F,Human,Current,Maiden of the Spear,N/A,Unassigned,N/A,Aiel,Unknown,An Aiel woman of the Jindo sept of the Taardad Aiel and Far Dareis Mai.
Primary,Main,TFoH,Yes,2,Dorindha (2),Dorindha,Dorindha,,Dorindha,N/A,F,Human,Current,Aiel Roofmistress,N/A,Unassigned,N/A,Aiel,Unknown,"An Aiel woman married to Bael, clan chief of the Goshien. She was the roofmistress of Smoke Springs Hold."
Primary,Main,KoD,Yes,1,Dormin,Dormin,Dormin,,Dormin,N/A,M,Human,Current,Bootmaker,N/A,Unassigned,N/A,Cairhien,Unknown,A stocky Cairhienin bootmaker who was gai’shain to the Shaido at Malden. He swore fealty to Faile.
Primary,Main,ACoS,Yes,1,Dosera,Dosera,Dosera,,Dosera,N/A,F,Human,Current,Wise One,N/A,Unassigned,N/A,Aiel,Unknown,A Wise One of the Shaido Aiel. She fought at Dumai’s Wells for Sevanna and was killed by a wolf.
